fecha,mei,nino12,nino3,nino34,nino4,oni,soi,fase
2021-01-01,-1.2,-0.58,-0.8,-1.04,-0.93,-1.05,1.64,Niña
2021-02-01,-0.96,-0.74,-0.8,-0.94,-0.76,-0.93,1.02,Niña
2021-03-01,-0.79,-0.5,-0.64,-0.72,-0.53,-0.84,-0.2,Niña
2021-04-01,-0.95,-0.96,-0.67,-0.55,-0.27,-0.66,0.3,Niña
2021-05-01,-1.07,-0.73,-0.53,-0.41,-0.15,-0.48,0.49,Neutral
2021-06-01,-1.05,0.08,-0.06,-0.06,0.02,-0.38,0.22,Neutral
2021-07-01,-1.44,-0.14,-0.17,-0.2,-0.11,-0.4,1.61,Neutral
2021-08-01,-1.29,-0.17,-0.28,-0.38,-0.19,-0.49,0.27,Neutral
2021-09-01,-1.37,-0.29,-0.39,-0.5,-0.32,-0.67,0.86,Niña
2021-10-01,-1.46,-0.6,-0.63,-0.78,-0.46,-0.81,0.51,Niña
2021-11-01,-1.39,-0.98,-0.87,-0.88,-0.47,-0.98,1.12,Niña
2021-12-01,-1.2,-1.29,-1.12,-1.07,-0.63,-0.98,1.43,Niña
2022-01-01,-1.01,-0.9,-0.97,-0.77,-0.26,-0.97,0.34,Niña
2022-02-01,-0.98,-1.14,-0.92,-0.68,-0.17,-0.93,0.76,Niña
2022-03-01,-1.31,-0.59,-0.72,-0.84,-0.56,-0.99,1.35,Niña
2022-04-01,-1.6,-1.04,-0.91,-0.9,-0.6,-1.06,2.69,Niña
2022-05-01,-1.63,-1.04,-0.99,-1.02,-0.68,-0.99,1.9,Niña
2022-06-01,-1.9,-0.82,-0.71,-0.77,-0.61,-0.85,2.45,Niña
2022-07-01,-2.17,-0.54,-0.38,-0.56,-0.59,-0.81,0.91,Niña
2022-08-01,-1.75,-0.23,-0.6,-0.96,-0.79,-0.91,0.81,Niña
2022-09-01,-1.73,-0.77,-0.89,-1.06,-0.87,-1.01,1.73,Niña
2022-10-01,-1.72,-1.37,-1.05,-0.99,-0.86,-0.99,1.73,Niña
2022-11-01,-1.53,-0.92,-0.72,-0.76,-0.57,-0.92,0.31,Niña
2022-12-01,-1.27,-0.67,-0.84,-0.86,-0.58,-0.83,2.11,Niña
2023-01-01,-1.11,-0.35,-0.64,-0.78,-0.57,-0.68,1.14,Niña
2023-02-01,-0.91,-0.14,-0.47,-0.62,-0.5,-0.43,0.93,Neutral
2023-03-01,-0.76,1.0,0.23,-0.13,-0.13,-0.15,-0.38,Neutral
2023-04-01,-0.36,2.5,0.62,0.24,0.23,0.16,-0.03,Neutral
2023-05-01,-0.06,1.69,0.9,0.47,0.35,0.48,-1.6,Neutral
2023-06-01,0.43,2.39,1.35,0.95,0.62,0.77,-0.12,Niño
2023-07-01,0.51,2.45,1.72,1.2,0.73,1.07,-0.38,Niño
2023-08-01,0.51,2.55,2.09,1.56,1.03,1.32,-1.6,Niño
2023-09-01,0.69,2.04,1.96,1.65,1.13,1.56,-1.36,Niño
2023-10-01,0.48,1.8,1.93,1.59,1.1,1.78,-0.6,Niño
2023-11-01,0.91,1.94,2.21,2.01,1.32,1.92,-0.9,Niño
2023-12-01,1.13,1.37,1.93,1.81,1.19,1.95,-0.39,Niño
2024-01-01,0.7,1.14,1.74,1.71,1.4,1.78,0.31,Niño
2024-02-01,0.68,1.08,1.45,1.47,1.21,1.48,-1.47,Niño
2024-03-01,0.78,-0.06,0.84,1.1,0.99,1.14,-0.2,Niño
2024-04-01,0.34,-0.11,0.7,0.93,0.85,0.71,-0.69,Niño
2024-05-01,0.12,-0.41,0.06,0.41,0.67,0.39,0.57,Neutral
2024-06-01,-0.24,-0.48,-0.11,0.25,0.58,0.15,-0.43,Neutral
2024-07-01,-0.72,-0.44,-0.05,0.2,0.49,0.04,-0.65,Neutral
2024-08-01,-0.73,-0.62,-0.28,0.02,0.45,-0.11,0.59,Neutral
2024-09-01,-0.65,-0.58,-0.14,-0.11,0.24,-0.21,-0.12,Neutral
2024-10-01,-0.51,-0.47,-0.3,-0.24,0.17,-0.26,0.35,Neutral
2024-11-01,-0.68,-0.14,-0.11,-0.05,0.25,-0.37,0.61,Neutral
2024-12-01,-0.91,-0.44,-0.4,-0.58,-0.34,-0.53,1.09,Neutral
